Data,WindS,WindDir,RelHum,AirT,AirP,SWglobal,LWin
18.71,6.34,278.62,94.09,11.11,999.54,10.87,354.38
18.75,6.48,279.62,94.02,11.16,999.61,-1.57,344.15
18.79,7.02,280.62,94.17,11.2,999.18,-1.5,348.52
18.83,7.62,281.62,94.1,11.05,999.14,-1.45,344.43
18.88,7.85,282.62,93.35,10.93,999.18,-1.39,341.68
18.92,7.92,283.62,93.51,10.88,998.95,-1.33,354.55
18.96,6.34,284.62,94.69,10.64,998.57,-1.45,351.05
19,8.71,285.62,95.92,10.32,998.16,-1.67,339.61
19.04,7.99,286.62,96.3,10.37,998.1,-1.24,347.38
19.08,6.4,287.62,95.7,10.46,998.27,-1.43,357.35
19.13,7.45,288.62,94.44,10.45,997.91,-1.5,353.5
19.17,7.96,289.62,94.49,10.37,997.48,-2.2,352.03
19.21,8.84,290.62,93.79,10.24,997.15,-2.47,350.5
19.25,8.99,291.62,93.32,10.26,996.83,-3.11,343.99
19.29,7.93,292.62,93.94,10.19,996.78,-1.7,348.18
19.33,7.46,293.62,92.21,10.11,996.85,-2.23,349.16
19.38,8.44,294.62,89.87,10.24,996.88,1.67,337.41
19.42,9.77,295.62,88.26,9.81,996.63,19.75,345.56
19.46,9.15,296.62,88.98,9.81,996.44,77.45,310.8
19.5,8.83,297.62,92.81,9.73,996.29,76.66,339.54
19.54,10.08,298.62,80.91,10.6,995.55,91.22,336.87
19.58,11,299.62,83.47,10.49,994.83,81.06,328.84
19.63,10.06,300.62,86.91,10.3,994.17,72.41,340.15
19.67,10.44,301.62,78.76,11.02,993.52,34.05,337.8
19.71,10.27,302.62,83.73,10.68,992.65,8.46,333.69
19.75,12.03,303.62,84.27,10.67,991.82,-1.49,329.65
19.79,12.51,304.62,79.14,11.06,991.08,-0.79,336.23
19.83,13.72,305.62,80.44,11.42,990.46,-1.78,350.2
19.88,12.67,306.62,87.01,10.86,989.81,-0.22,346.69
19.92,12.79,307.62,88.7,10.84,988.59,-0.21,352.74
19.96,8.45,308.62,86.37,7.19,991.02,-1.6,334.81
20,8,309.62,88.93,6.51,991.61,-1.6,332.48
20.04,9.44,310.62,83.22,6.34,992.43,-1.02,286.14
20.08,7.09,311.62,77.45,5.78,993.25,-2.17,245.62
20.13,8.74,312.62,75.22,5.96,993.99,-4.61,246.6
20.17,10.2,313.62,69.02,6.41,994.29,-4.4,228.23
20.21,9.05,314.62,73.09,6.31,995.15,-4.19,265.15
20.25,9.32,315.62,76.05,6.03,995.78,-4.25,256.45
20.29,7.38,316.62,80.04,5.62,996.69,-1.89,260.89
20.33,7.74,317.62,77.36,5.68,997.35,-1.55,262.39
20.38,7.66,318.62,74.38,6.63,998.16,3.54,283.37
20.42,6.15,319.62,71.6,6.84,999.18,50.72,277.21
20.46,6.02,320.62,70.82,7.39,1000.7,80.99,302.21
20.5,5.95,321.62,70.78,7.85,1001.3,133.37,299.22
20.54,4.48,322.62,77.83,7.21,1002.2,97.34,318.52
20.58,5.56,323.62,69.76,8.03,1002.7,193.57,263.85
20.63,4.42,324.62,70.22,8.3,1003.3,148.81,296.76
20.67,4.48,325.62,69.44,8.08,1004.2,52.9,285.89
20.71,3.82,326.62,71.13,7.8,1005.1,15.79,266.78
20.75,3.07,327.62,69.7,7.48,1005.9,-7.78,251.58
20.79,3.44,328.62,73.78,7.46,1007,-7.49,259.82
20.83,2.86,329.62,72.25,7.75,1007.7,-7.4,292.28
20.88,1.99,330.62,72.79,7.08,1008,-10.6,235.51
20.92,2.44,331.62,69.62,7.24,1008.4,-7.86,280.81
20.96,2.09,332.62,69.92,7.88,1008.6,-8.36,298.39
21,1.65,333.62,80.46,7.41,1009.6,-9.61,332.63
21.04,1.05,334.62,87.67,6.05,1009.8,-10.58,311.28
21.08,0.94,335.62,85.94,6.46,1010.1,-12.49,267.06
21.13,1.65,336.62,86.77,5.62,1010.3,-10.13,260.14
21.17,1.15,337.62,86.53,5.19,1010.5,-12.13,242.03
21.21,1.25,338.62,88.99,4.84,1010.7,-11.8,239.63
21.25,0.51,339.62,90.99,4.31,1010.8,-12.43,275.91
21.29,0.9,340.62,92.76,4.66,1011.2,-10.76,270.97
21.33,0.57,341.62,92.88,4.45,1011.5,-12.02,240.7
21.38,1.15,342.62,93.88,3.18,1011.9,-3.62,236.99
21.42,1.04,343.62,94.96,4.39,1012.1,84.37,236.58
21.46,0.44,344.62,92.28,7.97,1012.1,149.19,243.14
21.5,2.09,345.62,83.1,9.08,1012.1,268.84,254.16
21.54,1.45,346.62,81.8,8.52,1012.1,95.3,257.43
21.58,2.13,347.62,82.92,8.56,1011.8,65.73,310.68
21.63,2.42,348.62,80.2,9.28,1011.4,88.71,320.43
21.67,2.42,349.62,89.83,7.65,1011.5,31.77,333.52
21.71,1.3,350.62,88.59,7.71,1011.6,9.76,275.37
21.75,1.91,351.62,90.44,6.59,1011.7,-9.72,269.23
21.79,0.75,352.62,90.45,6,1011.8,-11.98,293.98
21.83,3.24,353.62,88.95,6.98,1011.9,-7.99,242.55
21.88,2.6,354.62,88.64,6.72,1012,-8.6,254
21.92,3.38,355.62,87.27,7.47,1012.1,-5.48,327.21
21.96,3.75,356.62,86.39,7.95,1012,-5.51,332.94
22,4.73,357.62,80.47,8.26,1012,-5.39,319.11
22.04,5.39,358.62,79.95,8.14,1012,-5.85,267.84
22.08,4.65,359.62,80.4,8.08,1012.1,-5.56,302.74
22.13,5.35,360.62,79.96,8.26,1012,-4.51,325.61
22.17,4.7,1,81.92,7.91,1011.9,-6.23,263.22
22.21,4.5,2,82.77,7.79,1011.9,-5.77,272.63
22.25,3.42,3,82.08,7.82,1011.9,-6.6,278.8
22.29,2.66,4,79.84,8.14,1012,-6.96,316.76
22.33,4.23,5,83.97,8.01,1012.4,-5.42,331.98
22.38,3.94,6,87,7.56,1012.8,0.52,342.21
22.42,4.34,7,82.46,7.83,1012.8,62.4,313.25
22.46,5.42,8,79.86,8.18,1012.9,146.43,284.25
22.5,3.6,9,75.09,8.9,1013.3,267.54,268.92
22.54,4.73,10,74.95,9.25,1013,300.15,308.09
22.58,5.05,11,78.44,9.06,1012.6,142.21,320.48
22.63,3.1,12,77.52,9.1,1012.6,112.03,304.09
22.67,2.4,13,74.92,8.83,1012.5,56.07,306.84
22.71,1.34,14,72.53,8.86,1012.6,-0.28,323.84
22.75,2.95,15,78.59,8.07,1012.6,-7.51,295.14
22.79,2.79,16,79.57,8.37,1012.4,-7.59,330.46
22.83,5.14,17,81.54,8.67,1012.2,-5.12,324.61
22.88,6.26,18,80.6,8.71,1012,-4.82,307.99
22.92,5.49,19,78.72,8.55,1011.9,-5.02,304.97
22.96,4.28,20,80.44,8.45,1011.7,-6.01,333.59
23,5.24,21,77.08,8.42,1011.5,-4.79,325.46
23.04,4.55,22,76.88,8.32,1011.2,-5.11,325.51
23.08,5.14,23,78.38,8.2,1010.8,-5.27,301.76
23.13,5.22,24,79.62,8.18,1010.4,-5.23,310.64
23.17,4.61,25,79.74,8.44,1010,-5.55,331.37
23.21,5.54,26,77.11,8.43,1009.7,-4.59,328.24
23.25,5.52,27,78.18,8.23,1009.6,-4.5,326.13
23.29,5.31,28,79.31,8.01,1009.5,-4.59,327.55
23.33,6.38,29,75.9,8.18,1009.5,-4.28,321.48
23.38,4.61,30,72.39,8.24,1009.7,4.15,307.44
23.42,4.67,31,75.58,8.41,1009.7,44.94,322.32
23.46,5.53,32,74.86,8.76,1009.8,85.87,328.36
23.5,6.17,33,75.44,8.81,1009.5,82.16,329.01
23.54,6.34,34,76.03,8.73,1009,71.67,327.45
23.58,6,35,75.05,8.72,1008.6,69.72,320.94
23.63,5.75,36,77.6,8.58,1008.4,70.88,318.12
23.67,6.41,37,77.98,8.34,1008.4,49.11,312.87
23.71,5.56,38,80.86,7.95,1008.7,9.74,313.49
23.75,5.5,39,82.35,7.73,1008.8,-4.37,323.29
23.79,4.39,40,83.22,7.62,1009.1,-4.97,324.66
23.83,3.27,41,83.21,7.62,1009.3,-5.75,330.22
23.88,2.47,42,83.41,7.46,1009.5,-7.06,329.98
23.92,3.39,43,86.25,7.02,1009.5,-7.14,331.5
23.96,1.6,44,85.06,7.11,1009.6,-9.14,330.26
24,2.46,45,83.52,7.11,1009.6,-7.42,327.45
24.04,1.72,46,82.16,7.06,1009.5,-8.48,326.29
24.08,1.76,47,82.55,6.99,1009.2,-8.49,326.74
24.13,2.41,48,81.53,6.92,1009,-7.51,323.94
24.17,3.08,49,81.55,6.7,1008.6,-6.96,321.57
24.21,2.48,50,85,6.32,1008.4,-8.14,325.57
24.25,2.67,51,82.94,6.53,1008.2,-6.95,324.51
24.29,2.29,52,85.16,6.23,1008.2,-8.51,325.98
24.33,2.61,53,87.29,6.13,1008.4,-7.51,338.31
24.38,2.61,54,87.73,6.07,1008.8,-6.26,332.87
24.42,3,55,84.03,6.44,1008.9,3.78,324.9
24.46,3.24,56,85.24,6.56,1009.1,24.97,324.18
24.5,3.71,57,81.79,6.91,1009,26.86,322.9
24.54,3.4,58,80.13,6.92,1008.5,25.83,323.35
24.58,3.38,59,78.74,6.95,1008.2,15.09,324.61
24.63,3.15,60,77,7.05,1007.9,31.68,322.33
24.67,3.26,61,78.63,6.74,1007.9,6.17,321.87
24.71,3.13,62,75.86,6.4,1007.9,-0.6,317.38
24.75,3.1,63,70.39,6.03,1008,-6.73,313.72
24.79,2.08,64,75.11,5.89,1008.1,-8.05,316.92
24.83,3.5,65,78.93,6.03,1007.9,-6.57,321.39
24.88,4.07,66,77.29,5.93,1007.9,-5.5,317.31
24.92,4.24,67,74.66,5.76,1008.1,-5.79,304.54
24.96,3.13,68,75.33,5.41,1008.2,-6.62,313.26
25,4.03,69,77.05,5.09,1008.1,-5.84,294.07
25.04,4.26,70,75.38,4.98,1007.9,-6.35,258.54
25.08,2.07,71,76.28,4.7,1007.9,-8.69,284
25.13,2.32,72,76.13,4.6,1008,-8.42,296.62
25.17,3.14,73,76.98,4.27,1007.9,-7.93,274.43
25.21,3.15,74,79,3.36,1007.8,-8.58,225.6
25.25,3.64,75,81.81,2.79,1007.3,-7.88,214.87
25.29,2.75,76,81.78,2.96,1007.4,-8.55,220.81
25.33,1.19,77,81.8,2.99,1007.1,-9.34,219.35
25.38,0.88,78,81.9,2.95,1007.3,2.48,214.15
25.42,1.12,79,83.91,2.41,1007.7,73.16,214.64
25.46,3.35,80,77.61,4.99,1007.7,216.17,221.09
25.5,4.91,81,75.97,5.72,1007.7,301.32,228.15
25.54,4.11,82,74.69,5.97,1007.5,274.72,220.13
25.58,5.45,83,73.05,6.18,1007.1,264.16,219.86
25.63,4.64,84,73.14,6.19,1006.7,215.47,218.64
25.67,4.5,85,73.2,5.66,1006.8,129.75,215.97
25.71,5.48,86,75.7,4.57,1006.8,20.03,212.77
25.75,5.52,87,77.68,4.21,1007,-5.84,212.88
25.79,4.4,88,78.27,4.2,1007.4,-7,215.39
25.83,4.4,89,79.54,4.03,1007.7,-6.89,216.8
25.88,3.55,90,78.83,4.23,1007.8,-7.15,236.44
25.92,2.52,91,78.04,5.28,1008,-6.92,318.29
25.96,4.27,92,78.15,5.46,1007.8,-5.58,294.71
26,5.16,93,76.69,5.73,1007.9,-4.94,319.42
26.04,4.02,94,75.4,5.54,1007.9,-5.73,318.5
26.08,5.4,95,74.26,5.02,1007.7,-5.31,295.47
26.13,5.49,96,73.44,4.81,1007.7,-4.91,308.99
26.17,6.19,97,71.36,4.99,1007.4,-4.79,288.39
26.21,4.95,98,73.02,5.06,1007.5,-5.37,285.96
26.25,5.16,99,71.31,5.16,1007.6,-5.42,276.44
26.29,5.31,100,70.66,5.52,1007.7,-4.67,306.88
26.33,3.84,101,70.66,5.55,1008.1,-5.99,306.87
26.38,3.74,102,72.85,5.33,1008.6,-3.11,315.31
26.42,3.81,103,72.04,5.46,1009.1,10.26,314.77
26.46,5.33,107.33,67.37,5.64,1009.7,52.12,309.35
26.5,4.88,105.34,67.17,5.93,1010,59.72,314.73
26.54,4.36,111.67,68.29,5.97,1010,142.62,308.35
26.58,4.64,113.37,65.9,5.96,1009.8,120.47,293.6
26.63,4.06,112.21,67.99,5.55,1009.8,84.39,309.27
26.67,4.14,101.57,66.23,5.26,1010.1,67.52,289.56
26.71,4.13,104.91,67.55,4.37,1010.6,17.67,290.05
26.75,3.31,79.68,69.15,3.85,1011.1,-6.07,294.34
26.79,2.9,84.08,70.59,3.82,1011.5,-6.78,300.65
26.83,3.79,62.51,69.95,3.65,1011.9,-6.19,296.3
26.88,2.94,64.46,71.56,3.26,1012.4,-7.52,275.49
26.92,0.72,45.72,74.82,2.2,1012.8,-12.24,265.07
26.96,0.94,21.17,77.55,1.58,1013,-12.09,278.33
27,0.25,30.99,81.87,0.77,1013.1,-14.91,232.57
27.04,0.37,12.65,82.82,0.6,1013.4,-15.18,212.86
27.08,1.02,9.83,87.79,-1,1013.1,-11.87,234.02
27.13,0.44,20.04,88.77,-0.34,1013.4,-10.61,291.11
27.17,0.69,9.9,89.29,0.13,1013.1,-10.68,277.36
27.21,0.64,5.2,87.93,-0.17,1013.2,-13.67,250.04
27.25,1.08,357.23,88.66,-0.71,1013.2,-12.53,222.64
27.29,0.46,353.91,89.27,-1.7,1013.3,-14.76,210.03
27.33,0.96,7.16,91.4,-1.94,1013.4,-11.81,228.32
27.38,0.99,15.27,91.19,-1.54,1013.5,1.34,217.45
27.42,0.09,20.5,91.42,-0.71,1013.5,90.48,208.45
27.46,0.51,22.91,83.84,2.66,1013.5,211.6,212.68
27.5,2.17,29.21,74.32,3.58,1013.3,279.63,208.12
27.54,2.15,33.57,68.31,4.35,1012.9,313.3,211.13
27.58,3.8,42.33,69.68,4.36,1012.4,207.71,259.57
27.63,3.56,24.64,69.6,3.99,1012.1,99.77,289.12
27.67,3.42,14.52,69.96,3.8,1011.9,54.14,295.55
27.71,3.01,11.85,71.84,3.4,1012,5.5,303.13
27.75,3.36,5.39,72.3,3.14,1011.9,-6.52,303.55
27.79,3.07,9.74,74.62,2.82,1011.8,-6.85,300.56
27.83,3.71,8.61,73.7,2.74,1011.8,-6.19,301.83
27.88,3.55,11.54,74.78,2.52,1011.6,-5.72,300.36
27.92,3.96,22.72,73.34,2.68,1011.7,-5.61,301.67
27.96,3.83,11.88,74.05,2.63,1011.6,-5.56,300.72
28,4.88,25.45,73.07,2.82,1011.5,-5.16,301.88
28.04,4.54,14.21,75.44,2.69,1011.4,-5.45,303.2
28.08,4.56,16.1,75.03,2.68,1011.2,-5.41,301.1
28.13,4.05,11.01,77.36,2.46,1010.6,-5.75,301.71
28.17,4.36,17.89,75.92,2.45,1010.3,-5.9,300.82
28.21,2.57,14.91,79.5,1.24,1009.9,-9.09,229.01
28.25,4.61,5.08,79.57,1.29,1010.1,-6.56,222.8
28.29,3.19,352,81.01,0.84,1010.5,-8.08,216.58
28.33,3.93,7.33,81.7,0.84,1010.7,-7.36,207.05
28.38,2.79,12.49,83.04,0.79,1011.3,3.13,265.97
28.42,0.42,1.83,82.04,1.31,1011.6,60.94,260.4
28.46,1.82,10.84,79.94,2.41,1011.7,108.91,265.67
28.5,0.35,24.36,80.87,2.78,1011.6,95.14,246.62
28.54,2.42,18.42,80.25,3.9,1011.3,176.64,263.95
28.58,1.87,28.51,72.77,5.83,1010.7,300.62,218.24
28.63,3.77,32.76,77.04,5.24,1010.6,223.56,214.98
28.67,3.23,31.61,76.19,5.28,1010.3,118.91,215.45
28.71,3.33,29.77,77.6,4.49,1010.5,23.87,212.39
28.75,1.04,31.5,84.86,2.11,1011,-11.2,210.79
28.79,1.11,19.3,86.62,1.55,1011.3,-12.68,209.36
28.83,1.01,24.02,87.85,1.72,1011.6,-10.91,210.62
28.88,0.46,17.08,86.72,2,1011.9,-13.52,209.67
28.92,0.59,18.28,88.02,1.61,1011.9,-12.38,208.84
28.96,1.85,12.74,89.63,1.62,1011.9,-9.86,209.49
29,0.33,11.73,88.7,1.19,1011.7,-13.28,207.68
29.04,0.81,20.18,89.19,0.1,1011.7,-12.52,206.29
29.08,0.66,27.17,91.13,-0.31,1011.7,-11.13,206.61
29.13,0.68,23.47,88.91,-0.72,1011.5,-13.52,204.28
29.17,1.21,18.03,86.65,-0.6,1011.5,-11.99,205.05
29.21,1.19,20.09,87.02,-0.7,1011.3,-11.75,204.14
29.25,0.86,28.8,78.33,0.78,1011.2,-11.14,204.4
29.29,1.59,26.23,79.87,0.46,1011.3,-10.21,204.49
29.33,0.32,25.19,82.89,-1.05,1011.5,-13.38,202.89
29.38,0.8,24.5,86.83,-2.66,1011.6,0.52,204.8
29.42,0.35,32.84,85.44,0.21,1012.1,114.13,207.63
29.46,0.54,42.31,71.43,4.09,1012.2,215.16,213.93
29.5,0.73,73.44,65.19,5.53,1012,290.22,217.02
29.54,2.37,78.95,53.83,8.16,1010.8,328.71,220.58
29.58,3.23,94.63,44.19,9.44,1010.6,312.87,221.22
29.63,3.77,107.08,45.73,9.52,1010.6,254.32,222.63
29.67,3.11,100.56,53.52,8.62,1011,149.69,221.75
29.71,3.2,93.26,57.96,7.05,1011.6,26.54,218.49
29.75,4.33,45.47,54.44,7.01,1012.1,-6.4,216.07
29.79,4,30.83,51.8,6.59,1012.4,-7.45,212.62
29.83,1.83,42.67,55.08,5.17,1012.8,-10,211.11
29.88,4.26,52.38,53.02,5.53,1012.6,-7.11,210.8
29.92,0.36,29.69,56.8,4.81,1012.8,-11.69,207.45
29.96,1.16,27.94,59.48,4.49,1012.6,-10.97,205.52
30,0.89,36.12,60.21,3.97,1012.4,-12.15,204.39
30.04,0.75,45.14,58.5,3.97,1012.3,-11.37,201.25
30.08,0.67,42.03,59.73,3.45,1012.5,-12.34,201.65
30.13,1.22,40.78,67.03,1.19,1012.4,-12.62,198.04
30.17,0.79,38.56,65.9,1.18,1012.2,-12.15,198.27
30.21,0.96,35.68,68.91,0.53,1011.9,-11.99,198.67
30.25,0.96,44.28,61.42,2.54,1011.5,-9.35,199.63
30.29,1.07,39.12,62.09,1.42,1011.2,-10.1,198.56
30.33,1.01,46.12,38.71,5.03,1011.1,-10.59,199.95
30.38,0.74,144.98,37.4,4.43,1011.3,0.44,199.04
30.42,0.46,79.21,37.01,6.47,1011.5,121.3,201.28
30.46,1.72,59.49,40.21,7.88,1011.7,228.47,201.05
30.5,2.04,77.91,45.5,8.31,1011.6,307.84,204.87
30.54,2.5,129.58,39.79,8.73,1011.4,332.42,210
30.58,1.35,137.74,46.71,8.84,1011.1,317.83,214.19
30.63,2.54,126.42,56.21,8.04,1010.4,256.92,213.08
30.67,1.15,126.57,56.31,7.93,1010.1,151.51,212.41
30.71,0.47,113.5,66.37,4.95,1010.1,23.2,210.94
30.75,0.95,136.24,79.33,1.43,1010,-13.72,208.64
30.79,0.16,126.69,87.03,0.98,1010.2,-12.04,209.47
30.83,0.57,145.02,83.79,1.34,1009.9,-13.79,207.34
30.88,0.33,139.73,86.43,1.08,1009.6,-12.04,206.29
30.92,0.79,147.61,89.1,-0.51,1009.5,-12.67,205.18
30.96,1.27,142.89,91.07,-1.18,1009.3,-12.1,206.67
31,1.29,145.54,90.87,-0.29,1009,-10.75,209.26
31.04,1.22,154.78,90.36,-1.03,1008.9,-11.7,210.1
31.08,0.81,168.96,90.66,0.12,1008.3,-11.33,212.68
31.13,0.57,167.22,89.04,0.94,1007.9,-11.38,214.67
31.17,0.49,174.2,85.48,1.52,1007.3,-11.83,216.45
31.21,2.38,190.05,84.71,2.38,1007,-9.25,217.6
31.25,2.28,190.67,83.11,3.03,1006.6,-8.7,220.6
31.29,0.15,184.74,82.84,2.41,1006.5,-14.06,229.68
31.33,1.76,162.8,82.93,3.66,1006.6,-8.49,280.52
31.38,2.06,163.94,81.18,4.55,1006.7,-0.14,292.62
31.42,3.01,168.1,78.83,5.2,1006.5,41.02,303.95
31.46,2.87,167.59,77.66,5.72,1006.4,78.71,307.3
31.5,2.93,160.92,76.71,6.35,1006.1,120.91,318.28
31.54,2.45,153.09,74.68,6.96,1005.5,140.35,322.14
31.58,2.53,171.35,75.71,6.93,1005,67.77,326.58
31.63,2.75,170.6,76.31,6.96,1004.6,39.4,328.03
31.67,3.47,161.89,77.43,6.9,1004.4,20.37,328.18
31.71,2.6,185.27,79.75,6.68,1004.2,-0.63,329.17
31.75,1.98,171.49,81.68,6.44,1004,-7.14,329.72
31.79,2.07,172.93,83.33,6.22,1004,-8.13,329.9
31.83,3.96,175.59,84.17,6.17,1003.8,-5.35,329.59
31.88,4.59,161.92,83.48,6.28,1003.3,-4.85,328.59
31.92,5.61,130.65,82.85,6.37,1003.1,-4.04,327.85
31.96,4.52,131.65,83.1,6.5,1003,-4.48,329.8
32,3.52,141.39,84.2,6.76,1003,-5.57,332.97
32.04,3.12,128.84,87.68,6.65,1002.7,-5.49,335.92
32.08,3.05,140.86,89.92,6.47,1002.1,-4.93,346.16
32.13,4.19,141.85,89.48,6.7,1001.7,-3.56,344.77
32.17,1.9,126.74,89.82,6.7,1000.9,-3.74,346.28
32.21,3,129.11,90.45,6.77,1000.7,-3.8,346.64
32.25,3.24,128.08,90.41,7.01,1000.6,-4.56,349.2
32.29,2.37,135.86,91.56,7.23,1000.5,-5.74,351.93
32.33,3.05,131.9,92.14,7.26,1000.2,-4.74,350.04
32.38,3.01,135.52,92.1,7.62,1000.2,-1.19,340.87
32.42,5.08,141.57,88.7,8.6,999.99,22.02,338.13
32.46,5.53,141.02,87.31,9.15,999.8,72.39,329.51
32.5,5.52,152.44,84.07,9.86,999.71,223.53,299.23
32.54,6.51,158.44,80.29,9.92,999.26,101.1,303.98
32.58,5.86,172.85,78.62,10.02,999.17,61.27,337.13
32.63,5.81,174.61,77.01,10.08,998.5,103.56,313.35
32.67,5.37,161.44,82.11,9.53,998.47,38.72,341.52
32.71,4.86,170.93,83.31,9.17,998.65,2.83,341.76
32.75,2.75,182.55,85.84,9.06,998.81,-6.08,345.3
32.79,2.78,190.6,88.11,9.11,998.77,-3.84,353.29
32.83,6.99,184.73,88.29,8.98,999,-2.49,352.81
32.88,5.67,177.53,90.27,8.84,998.69,-1.64,347.13
32.92,6.86,182.76,90.97,8.93,998.82,-1.54,348.12
32.96,6.67,183.38,90.73,9.23,998.83,-2.12,350.92
33,5.03,148.59,90.31,9.43,999.04,-1.9,350.98
33.04,5.58,132.55,90.8,9.34,999.07,-2.11,349.39
33.08,4.01,136.91,91.18,9.2,998.74,-3.65,348.09
33.13,4.44,149.29,90.41,9.24,998.56,-3.76,347.25
33.17,3.86,155.83,90.86,9.11,998.39,-3.03,353.91
33.21,6.46,136.3,90.44,9.03,998.35,-2.4,348.62
33.25,4.38,157.12,89.44,8.96,998.51,-1.98,345.23
33.29,3.21,155.16,87.93,8.93,998.79,-4.26,343.83
33.33,3.33,149.38,87.17,8.7,998.89,-6.27,338.77
33.38,4.31,152.53,83.98,8.24,999.03,10.83,295.65
33.42,3.03,151.56,78.26,8.89,999.19,71.5,294.57
33.46,5.62,152.16,77.54,9.18,999.41,74.48,306.04
33.5,6.2,155.76,77.77,9.19,999.64,55.34,318.82
33.54,6.93,161.32,74.26,9.2,999.67,97.86,294.5
33.58,4.68,162.96,73.07,9.46,999.78,138.27,291.71
33.63,2.98,168.22,71.07,9.55,999.99,137.75,291.72
33.67,2.91,160.67,72.59,9.49,1000.3,53.41,318.48
33.71,2.75,161.54,75.29,9.18,1000.6,4.56,331.2
33.75,2.49,163.11,75.83,8.81,1001,-6.68,303.29
33.79,2.45,152.86,72.92,8.45,1001.8,-7.93,296.98
33.83,2.14,152.16,72.29,8.67,1002.3,-7.76,320.49
33.88,2.04,155.37,72.26,8.46,1002.7,-8.38,312.26
33.92,1.65,142.45,71.27,8.09,1003.1,-9.37,298.7
33.96,1.97,150.53,72.18,7.98,1003.6,-8.53,305.44
34,2.04,122.12,71.95,7.98,1004,-7.99,315.59
34.04,1.8,120.56,72.49,7.82,1004.5,-8.53,322.16
34.08,1.95,180.37,71.02,7.81,1004.8,-7.98,317.95
34.13,0.47,134.39,71.74,7.58,1004.8,-12.95,324.86
34.17,0.52,8.84,75.31,7.08,1004.7,-12.17,323.5
34.21,0.44,97.21,75.92,7.11,1004.7,-11.8,324.2
34.25,1.29,38.4,71.63,7.64,1005.2,-10.26,323.48
34.29,0.7,5.24,74.01,7.34,1005.4,-11.25,328.46
34.33,0.49,51.95,77.31,6.87,1006,-13.08,327.29
34.38,0.48,19.96,79.68,6.7,1006.5,-5.92,327.89
34.42,0.3,18.19,81.28,6.71,1006.8,7.46,328.65
34.46,0.48,45.37,81.77,7.08,1006.9,27.75,329.12
34.5,0.26,49.46,76.31,7.81,1007,52.24,329.57
34.54,1.82,63.24,68.96,8.25,1006.9,88.59,328.16
34.58,1.81,105.68,67.75,8.32,1006.8,101.53,327.49
34.63,1.11,99.11,66.25,8.25,1006.8,89.64,324.75
34.67,1.17,76.54,67.3,8.15,1006.9,46.52,326.32
34.71,0.36,74.33,69.38,7.87,1007.1,4.59,327.13
34.75,0.49,34.06,71.06,7.43,1007.5,-12.95,325.1
34.79,0.26,46.87,73.87,6.92,1007.9,-14.49,325.15
34.83,0.19,21.15,76.82,6.57,1008.2,-15.64,324.43
34.88,0.21,42.6,79.25,6.36,1008.5,-13.8,328.36
34.92,0.62,43.68,80.07,6.59,1008.9,-13.95,327.66
34.96,1.8,53.09,81.11,6.48,1009.1,-9.08,327.69
35,1.81,27.7,80,6.4,1009.5,-9.27,325.83
35.04,0.97,47.23,75.35,6.26,1009.7,-10.39,323.18
35.08,0.19,22.37,78.62,5.79,1009.8,-14.07,323.34
35.13,1.67,25.8,76.59,6.37,1009.7,-9.52,323.9
35.17,0.14,47.57,77.76,6.18,1009.9,-13.76,324.87
35.21,0.48,13.04,80.99,5.79,1009.8,-13.89,324.31
35.25,0.56,31.46,79.66,6.05,1009.9,-13.53,325.43
35.29,0.27,44.24,82.31,5.75,1010.3,-13.66,325.24
35.33,0.29,50.92,81.66,5.89,1010.6,-13.24,324.96
35.38,1.68,75.7,77.82,6.55,1011.1,-3.36,324.4
35.42,2.74,77.91,73.39,7.19,1011.4,32.04,324.47
35.46,3.35,75.4,72.43,7.31,1011.8,57.26,325.21
35.5,2.9,96.99,73.78,7.42,1012.2,44.72,326.7
35.54,2.27,125.58,72.36,7.46,1012.5,36.08,326.92
35.58,1.08,127.87,70.79,7.59,1012.5,42.08,326.56
35.63,2.09,132.38,72.28,7.54,1012.3,37.47,327.42
35.67,2.64,96.35,73.21,7.34,1012.3,31.05,325.63
35.71,2.72,101.04,75.35,6.79,1012.5,3.45,324.64
35.75,3.29,76.01,75.47,6.44,1012.4,-5.6,322.27
35.79,2.72,96.8,75.92,6.14,1013.1,-6.7,322.43
35.83,2.76,113.88,77.35,5.99,1013.3,-6.62,322.54
35.88,2.92,92.83,78.41,5.88,1013.6,-6.79,322.77
35.92,2.87,119.28,79.63,5.67,1013.8,-6.58,322.69
35.96,1.83,92.26,78.46,5.31,1014.1,-8.11,320.45
36,1.99,147.41,77.59,5.16,1014.2,-8.04,317.92
36.04,2.75,149.03,77.21,5,1014.2,-6.7,317.22
36.08,2.68,180.6,76.27,4.85,1014.2,-6.35,314.83
36.13,3.59,182.02,77.49,4.4,1014.5,-6.3,313.96
36.17,1.95,196.98,77.28,4.27,1014.2,-7.15,316.1
36.21,0.53,214.05,79.79,4.25,1014,-11.19,318.65
36.25,0.62,214.82,80.62,4.16,1014.3,-13.47,318.73
36.29,0.46,244.3,83.2,4.36,1014.4,-11.4,320.62
36.33,1.7,103.79,82.27,4.84,1014.7,-8.52,321.65
36.38,2.09,40.06,79.42,5.69,1014.9,-2.83,322.79
36.42,3.11,89.72,78.61,5.96,1014.9,16.7,323.71
36.46,3.78,144.47,77.79,6.36,1015.2,30.59,324.4
